"myfiles","mean"
"ginppi.dt.4.p.0.95.L1.0.0024.L2.0.00024.n.5000.time.2016Jan03_003132.csv",26.3998439273284
"ginppi.dt.4.p.0.95.L1.0.0025.L2.0.00025.n.5000.time.2016Jan03_003504.csv",25.7114399892383
"ginppi.dt.4.p.0.95.L1.0.0026.L2.0.00026.n.5000.time.2016Jan03_003835.csv",24.0711173744388
"ginppi.dt.4.p.0.95.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_004208.csv",22.5693244652848
"ginppi.dt.4.p.0.95.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_004540.csv",22.7105961205706
"ginppi.dt.4.p.0.95.L1.0.0029.L2.0.00029.n.5000.time.2016Jan03_004913.csv",22.1028026006134
"ginppi.dt.4.p.0.95.L1.0.003.L2.3e-04.n.5000.time.2016Jan03_005245.csv",21.1057093742697
"ginppi.dt.4.p.0.95.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_005621.csv",18.4291654850932
"ginppi.dt.4.p.0.95.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_005954.csv",15.9531100040789
"ginppi.dt.4.p.0.95.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_010332.csv",14.0863702128213
"ginppi.dt.4.p.0.98.L1.0.002.L2.2e-04.n.5000.time.2016Jan02_232737.csv",32.1051886313208
"ginppi.dt.4.p.0.98.L1.0.0021.L2.0.00021.n.5000.time.2016Jan02_233110.csv",30.5744087367095
"ginppi.dt.4.p.0.98.L1.0.0022.L2.0.00022.n.5000.time.2016Jan02_233443.csv",29.5513943099472
"ginppi.dt.4.p.0.98.L1.0.0023.L2.0.00023.n.5000.time.2016Jan02_233816.csv",28.1280365666285
"ginppi.dt.4.p.0.98.L1.0.0024.L2.0.00024.n.5000.time.2016Jan02_234149.csv",26.4552066094431
"ginppi.dt.4.p.0.98.L1.0.0025.L2.0.00025.n.5000.time.2016Jan02_234522.csv",25.5635158206752
"ginppi.dt.4.p.0.98.L1.0.0026.L2.0.00026.n.5000.time.2016Jan02_234855.csv",25.304972205677
"ginppi.dt.4.p.0.98.L1.0.0028.L2.0.00028.n.5000.time.2016Jan02_235228.csv",23.2118325983937
"ginppi.dt.4.p.0.98.L1.0.0028.L2.0.00028.n.5000.time.2016Jan02_235559.csv",22.7681557607879
"ginppi.dt.4.p.0.98.L1.0.0029.L2.0.00029.n.5000.time.2016Jan02_235930.csv",22.3458849257531
"ginppi.dt.4.p.0.98.L1.0.003.L2.3e-04.n.5000.time.2016Jan03_000305.csv",21.706114205028
"ginppi.dt.4.p.0.98.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_000637.csv",18.6250695138092
"ginppi.dt.4.p.0.98.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_001011.csv",16.1987205303837
"ginppi.dt.4.p.0.98.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_001342.csv",13.9468237950923
"ginppi.dt.4.p.1.L1.0.002.L2.2e-04.n.5000.time.2016Jan02_223816.csv",32.7548324194919
"ginppi.dt.4.p.1.L1.0.0021.L2.0.00021.n.5000.time.2016Jan02_224146.csv",31.1479476876612
"ginppi.dt.4.p.1.L1.0.0022.L2.0.00022.n.5000.time.2016Jan02_224517.csv",28.8717719886752
"ginppi.dt.4.p.1.L1.0.0023.L2.0.00023.n.5000.time.2016Jan02_224848.csv",27.6533210308287
"ginppi.dt.4.p.1.L1.0.0024.L2.0.00024.n.5000.time.2016Jan02_225223.csv",26.9421505726585
"ginppi.dt.4.p.1.L1.0.0025.L2.0.00025.n.5000.time.2016Jan02_225555.csv",26.171958092884
"ginppi.dt.4.p.1.L1.0.0026.L2.0.00026.n.5000.time.2016Jan02_225926.csv",24.7755222887731
"ginppi.dt.4.p.1.L1.0.0028.L2.0.00028.n.5000.time.2016Jan02_230300.csv",23.8630704249867
"ginppi.dt.4.p.1.L1.0.0028.L2.0.00028.n.5000.time.2016Jan02_230628.csv",23.3628369239274
"ginppi.dt.4.p.1.L1.0.0029.L2.0.00029.n.5000.time.2016Jan02_231000.csv",22.3485877593675
"ginppi.dt.4.p.1.L1.0.003.L2.3e-04.n.5000.time.2016Jan02_231331.csv",21.4443629698252
"ginppi.dt.4.p.1.L1.0.0035.L2.0.00035.n.5000.time.2016Jan02_231702.csv",18.7503711236369
"ginppi.dt.4.p.1.L1.0.004.L2.4e-04.n.5000.time.2016Jan02_232034.csv",15.9164477634549
"ginppi.dt.4.p.1.L1.0.0045.L2.0.00045.n.5000.time.2016Jan02_232406.csv",14.3909775127347
